         34439414 function calls (34116394 primitive calls) in 71.518 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      338    0.002    0.000    0.007    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/utils/timezone.py:238(is_aware)
     7202    0.004    0.000    0.007    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:214(_acquireLock)
      508    0.002    0.000    0.007    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1513(pre_sql_setup)
      678    0.004    0.000    0.007    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/compat.py:27(safe_decode)
    13145    0.007    0.000    0.007    0.000 {built-in method from_iterable}
     9285    0.006    0.000    0.007    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:66(<listcomp>)
20849/20845    0.007    0.000    0.007    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:246(<listcomp>)
     3834    0.007    0.000    0.007    0.000 {method 'register' of 'select.poll' objects}
      241    0.001    0.000    0.007    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2843(prod)
    15136    0.007    0.000    0.007    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/base.py:446(validate_no_broken_transaction)
     7165    0.007    0.000    0.007    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:1890(add_ordering)
    10784    0.007    0.000    0.007    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:59(get_group_by)
     3090    0.004    0.000    0.007    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/cmd.py:384(__getattr__)
      612    0.003    0.000    0.007    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/blocks.py:118(__init__)
      611    0.002    0.000    0.007    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/_dtype.py:319(_name_includes_bit_suffix)
     8210    0.006    0.000    0.007    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1304(<genexpr>)
     2636    0.004    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/managers.py:1565(internal_values)
     1207    0.002    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:282(_resolve_output_field)
     1917    0.005    0.000    0.006    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/selectors.py:268(close)
    12436    0.006    0.000    0.006    0.000 {method 'groups' of 're.Match' objects}
      894    0.001    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/series.py:520(_internal_get_values)
    13256    0.006    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/utils/tree.py:68(__eq__)
     2354    0.004    0.000    0.006    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/subprocess.py:1706(_handle_exitstatus)
     3646    0.003    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/nanops.py:62(<genexpr>)
     2786    0.006    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/cmd.py:536(__getattr__)
      508    0.004    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/subqueries.py:131(add_update_fields)
      607    0.001    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/generic.py:5341(_consolidate_inplace)
      820    0.004    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1343(pre_save)
     3864    0.005    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/base.py:641(run_and_clear_commit_hooks)
      253    0.003    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/ma/core.py:893(__call__)
     1450    0.006    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/manager.py:117(_set_creation_counter)
    16590    0.006    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/enum.py:659(value)
      198    0.001    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/eucjpprober.py:37(__init__)
      868    0.005    0.000    0.006    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:246(__enter__)
      241    0.002    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:1855(__init__)
      199    0.002    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexer.py:136(get_tokens)
      608    0.001    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:339(is_categorical)
     3872    0.006    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/transaction.py:164(__init__)
     3577    0.004    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:75(find)
      241    0.002    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/fromnumeric.py:73(_wrapreduction)
      211    0.004    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexer.py:95(__init__)
      894    0.006    0.000    0.006    0.000 {method 'set_value' of 'pandas._libs.index.IndexEngine' objects}
      241    0.001    0.000    0.006    0.000 {method 'sum' of 'numpy.ndarray' objects}
     1219    0.004    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1027(get_prep_value)
     7426    0.006    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/base.py:375(_base_manager)
     6807    0.006    0.000    0.006    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/pathlib.py:1042(_init)
     8664    0.006    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:1915(clear_ordering)
      235    0.001    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/_asarray.py:88(asanyarray)
     1605    0.002    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_parse.py:432(_uniq)
    33750    0.006    0.000    0.006    0.000 {built-in method builtins.callable}
     2353    0.006    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/_collections_abc.py:698(__init__)
     8210    0.003    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/postgresql/operations.py:250(<genexpr>)
     2046    0.004    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_compile.py:249(_compile_charset)
    20845    0.006    0.000    0.006    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:179(set_source_expressions)
     7157    0.005    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/operations.py:212(_get_limit_offset_params)
    14314    0.005    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/operations.py:223(<genexpr>)
      607    0.002    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexes/base.py:2852(_convert_scalar_indexer)
      894    0.002    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/managers.py:1568(get_values)
     2167    0.005    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/reverse_related.py:139(get_extra_restriction)
     3860    0.005    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:612(<dictcomp>)
     2636    0.003    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/generic.py:3581(_get_item_cache)
     6398    0.005    0.000    0.005    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/selectors.py:275(_key_from_fd)
    33394    0.005    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/operations.py:609(modify_insert_params)
      607    0.001    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/generic.py:5331(_protect_consolidate)
    21395    0.005    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:176(get_source_expressions)
      241    0.000    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/_methods.py:36(_sum)
    10360    0.004    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_parse.py:286(tell)
        1    0.000    0.000    0.005    0.005 /Users/ediaz/work/src/github.com/lnds/codice/analytics/blames.py:8(calc_total_ins_and_dels)
      203    0.001    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/encodings/cp1252.py:22(decode)
      198    0.001    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/utf8prober.py:38(__init__)
     3860    0.005    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/base.py:884(<listcomp>)
    10648    0.005    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_parse.py:111(__init__)
        1    0.000    0.000    0.005    0.005 /Users/ediaz/work/src/github.com/lnds/codice/git_interface/gitobjects.py:23(get_commits)
     3445    0.004    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1844(pandas_dtype)
        1    0.000    0.000    0.005    0.005 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/repo/base.py:502(iter_commits)
        1    0.000    0.000    0.005    0.005 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/objects/commit.py:186(iter_items)
      609    0.002    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/numerictypes.py:365(issubdtype)
     1694    0.005    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/regexopt.py:67(<listcomp>)
      198    0.001    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/gb2312prober.py:34(__init__)
      898    0.002    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/enum.py:828(__and__)
      616    0.001    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:506(is_interval_dtype)
     1214    0.001    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:220(is_array_like)
      820    0.001    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/utils/timezone.py:251(is_naive)
     9479    0.005    0.000    0.005    0.000 {built-in method builtins.max}
     2353    0.005    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/cmd.py:971(<dictcomp>)
     2825    0.005    0.000    0.005    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/options.py:613(get_ancestor_link)
    25927    0.004    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/regexopt.py:79(<lambda>)
    27611    0.004    0.000    0.004    0.000 {method 'values' of 'dict' objects}
      868    0.004    0.000    0.004    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:734(_newname)
    16541    0.004    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1778(get_internal_type)
      198    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/euctwprober.py:34(__init__)
     3764    0.004    0.000    0.004    0.000 {built-in method numpy.seterrobj}
     1338    0.002    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:441(is_timedelta64_dtype)
     7202    0.003    0.000    0.004    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:223(_releaseLock)
      203    0.004    0.000    0.004    0.000 {built-in method _codecs.charmap_decode}
      849    0.002    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1401(is_float_dtype)
     6497    0.004    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/options.py:338(swapped)
     3032    0.003    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/cmd.py:118(dashify)
      198    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/big5prober.py:35(__init__)
      724    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:1322(_validate_values_are_expressions)
      198    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/euckrprober.py:35(__init__)
    15456    0.004    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/base.py:440(validate_no_atomic_block)
     2682    0.003    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexing.py:2183(<genexpr>)
     2353    0.004    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/warnings.py:481(__exit__)
        2    0.000    0.000    0.004    0.002 <frozen importlib._bootstrap>:986(_find_and_load)
     7059    0.004    0.000    0.004    0.000 {built-in method _warnings._filters_mutated}
      241    0.002    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/frame.py:2767(__getitem__)
  476/466    0.000    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexer.py:433(_process_new_state)
     2884    0.003    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:216(<lambda>)
      396    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/charsetgroupprober.py:33(__init__)
      893    0.002    0.000    0.004    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/pathlib.py:721(__fspath__)
     4881    0.003    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:2037(to_python)
      238    0.001    0.000    0.004    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1424(info)
     1207    0.003    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:313(convert_value)
        2    0.000    0.000    0.004    0.002 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
    12591    0.004    0.000    0.004    0.000 {method 'issubset' of 'set' objects}
     3100    0.004    0.000    0.004    0.000 {method 'rfind' of 'str' objects}
     3843    0.004    0.000    0.004    0.000 {method 'replace' of 'str' objects}
      241    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/nanops.py:334(_wrap_results)
     2108    0.002    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/generic.py:515(ndim)
     3366    0.002    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_parse.py:168(__setitem__)
      894    0.002    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/compat/numpy/function.py:95(validate_argmax_with_skipna)
        1    0.000    0.000    0.004    0.004 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/repo/base.py:217(__del__)
        1    0.000    0.000    0.004    0.004 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/repo/base.py:223(close)
      618    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:542(is_categorical_dtype)
     2868    0.003    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygount/common.py:102(lines)
      198    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/cp949prober.py:35(__init__)
      235    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/genericpath.py:48(getsize)
      868    0.001    0.000    0.004    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:1121(setDaemon)
     1917    0.004    0.000    0.004    0.000 {method 'count' of 'list' objects}
     1609    0.004    0.000    0.004    0.000 {built-in method fromkeys}
      608    0.002    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:252(is_sparse)
  482/241    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/copy.py:225(_deepcopy_dict)
     1640    0.004    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:1295(to_python)
     1917    0.004    0.000    0.004    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/selectors.py:63(__init__)
     6237    0.003    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:208(<lambda>)
      607    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/construction.py:337(extract_array)
    39884    0.004    0.000    0.004    0.000 {method 'isalpha' of 'bytes' objects}
     2046    0.002    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_parse.py:295(_class_escape)
      338    0.002    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/objects/tree.py:181(__init__)
     1882    0.003    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:437(__init__)
     4768    0.004    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:730(unique)
      613    0.002    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:1124(is_dtype)
     2180    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_compile.py:423(_simple)
      673    0.002    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/posixpath.py:140(basename)
      607    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/generic.py:5344(f)
     4707    0.004    0.000    0.004    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.004    0.004 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/cmd.py:1088(clear_cache)
        4    0.000    0.000    0.004    0.001 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related_descriptors.py:1111(_add_items)
     2353    0.004    0.000    0.004    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/contextlib.py:479(__enter__)
     6272    0.003    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/jpcntx.py:213(get_order)
      616    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:472(is_period_dtype)
      611    0.002    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/series.py:428(name)
     1821    0.003    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/generic.py:409(_get_axis_name)
        2    0.000    0.000    0.004    0.002 <frozen importlib._bootstrap>:650(_load_unlocked)
      277    0.001    0.000    0.004    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:772(relabeled_clone)
     6990    0.004    0.000    0.004    0.000 {built-in method binascii.a2b_hex}
      338    0.001    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/git/cmd.py:435(read)
      894    0.003    0.000    0.003    0.000 {method 'argmax' of 'numpy.ndarray' objects}
     1214    0.001    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/dtypes/common.py:222(is_object_dtype)
     4010    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/sbcharsetprober.py:124(get_confidence)
      607    0.002    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/internals/managers.py:886(fast_xs)
       80    0.001    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexers/markup.py:596(__init__)
     1446    0.002    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:1307(_add_hints)
     2529    0.001    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/re.py:268(escape)
        2    0.000    0.000    0.003    0.002 <frozen importlib._bootstrap_external>:777(exec_module)
        1    0.000    0.000    0.003    0.003 /Users/ediaz/work/src/github.com/lnds/codice/analytics/analyzer.py:37(__init__)
     1872    0.002    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_parse.py:355(_escape)
        7    0.000    0.000    0.003    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/logging/__init__.py:1553(_log)
     1207    0.002    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/aggregates.py:31(get_source_fields)
     6748    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query_utils.py:224(select_related_descend)
     3002    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexes/base.py:1670(is_integer)
      253    0.001    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/numpy/ma/core.py:677(getdata)
      241    0.003    0.000    0.003    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:1885(<listcomp>)
