         34439414 function calls (34116394 primitive calls) in 71.518 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    19745    0.052    0.000    0.431    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/contextlib.py:117(__exit__)
      198    0.098    0.000    0.430    0.002 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/latin1prober.py:116(feed)
     6294    0.400    0.000    0.406    0.000 {built-in method io.open}
    15397    0.124    0.000    0.402    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:23(__init__)
     4105    0.009    0.000    0.396    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1333(<listcomp>)
     4105    0.032    0.000    0.387    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1334(<listcomp>)
    30272    0.252    0.000    0.384    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/utils.py:106(debug_sql)
    12856    0.257    0.000    0.372    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:135(__init__)
   378833    0.211    0.000    0.367    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/os.py:798(fsencode)
    14397    0.057    0.000    0.354    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1583(<lambda>)
    60884    0.093    0.000    0.349    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/_collections_abc.py:657(get)
      198    0.286    0.001    0.332    0.002 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/charsetprober.py:103(filter_with_english_letters)
    19478    0.285    0.000    0.324    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:154(__init__)
   747444    0.315    0.000    0.315    0.000 {method 'search' of 're.Pattern' objects}
      898    0.003    0.000    0.312    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_parse.py:937(parse)
    19789    0.101    0.000    0.308    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/lookups.py:261(process_rhs)
 3746/898    0.015    0.000    0.306    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_parse.py:435(_parse_sub)
7139/1033    0.108    0.000    0.302    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_parse.py:493(_parse)
     7165    0.035    0.000    0.291    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query.py:1083(order_by)
     4707    0.224    0.000    0.285    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/contextlib.py:429(callback)
     3872    0.028    0.000    0.282    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/transaction.py:168(__enter__)
20058/19781    0.038    0.000    0.280    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/lookups.py:84(process_rhs)
    87161    0.146    0.000    0.278    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related_descriptors.py:75(__set__)
    31548    0.112    0.000    0.277    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:917(get_initial_alias)
    75420    0.035    0.000    0.274    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/re.py:201(sub)
    33394    0.036    0.000    0.271    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1249(prepare_value)
      235    0.004    0.000    0.271    0.001 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygount/analysis.py:447(has_lexer)
   313220    0.139    0.000    0.267    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexers/__init__.py:35(_fn_matches)
      235    0.080    0.000    0.267    0.001 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/lexers/__init__.py:157(find_lexer_class_for_filename)
    21514    0.155    0.000    0.264    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:1622(trim_joins)
    14637    0.124    0.000    0.261    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related_descriptors.py:202(__set__)
      607    0.002    0.000    0.259    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexing.py:1754(__getitem__)
   198941    0.175    0.000    0.259    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/postgresql/operations.py:111(quote_name)
     7744    0.010    0.000    0.257    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/transaction.py:13(get_connection)
      607    0.006    0.000    0.257    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexing.py:1902(_getitem_axis)
    10784    0.020    0.000    0.248    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/where.py:32(split_having)
    25761    0.122    0.000    0.247    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:937(join)
   266365    0.198    0.000    0.246    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:514(__eq__)
    54119    0.052    0.000    0.246    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/subprocess.py:1632(<genexpr>)
    15722    0.090    0.000    0.240    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:2322(update_join_types)
    12322    0.094    0.000    0.240    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related_lookups.py:26(get_normalized_value)
     3058    0.005    0.000    0.240    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/manager.py:146(all)
    37608    0.034    0.000    0.239    0.000 /Users/ediaz/work/src/github.com/lnds/codice/analytics/complexity.py:13(n_log_tabs)
      235    0.007    0.000    0.234    0.001 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygount/analysis.py:437(is_binary_file)
      150    0.123    0.001    0.234    0.002 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/chardet/mbcharsetprober.py:61(feed)
    44416    0.199    0.000    0.234    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/utils.py:23(__getattr__)
      898    0.002    0.000    0.233    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_compile.py:598(_code)
    19080    0.057    0.000    0.231    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/datastructures.py:43(__init__)
    25897    0.076    0.000    0.229    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/copy.py:257(_reconstruct)
   218535    0.133    0.000    0.228    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/os.py:746(encode)
   160004    0.048    0.000    0.228    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/_collections_abc.py:719(__iter__)
    20058    0.064    0.000    0.223    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:668(db_type)
    19793    0.040    0.000    0.223    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/expressions.py:330(get_lookup)
  1424484    0.221    0.000    0.221    0.000 {method 'append' of 'list' objects}
      607    0.002    0.000    0.214    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/indexing.py:615(_get_label)
      607    0.010    0.000    0.212    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/generic.py:3415(xs)
     2817    0.029    0.000    0.210    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related.py:343(get_reverse_related_filter)
    10784    0.019    0.000    0.209    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/where.py:168(contains_aggregate)
71723/66016    0.090    0.000    0.207    0.000 {method 'join' of 'str' objects}
      265    0.003    0.000    0.206    0.001 /Users/ediaz/work/src/github.com/lnds/codice/files/models.py:71(commits)
 8647/898    0.039    0.000    0.204    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_compile.py:71(_compile)
    80588    0.168    0.000    0.203    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/utils/deconstruct.py:14(__new__)
   754994    0.197    0.000    0.197    0.000 {method 'decode' of 'bytes' objects}
    15136    0.056    0.000    0.196    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/postgresql/base.py:224(create_cursor)
    15136    0.043    0.000    0.196    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/base.py:224(_prepare_cursor)
    60884    0.106    0.000    0.195    0.000 {built-in method _asyncio.get_event_loop}
     2817    0.016    0.000    0.192    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related_descriptors.py:116(get_queryset)
31971/10784    0.069    0.000    0.190    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/where.py:162(_contains_aggregate)
   117208    0.111    0.000    0.190    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/asyncio/tasks.py:34(current_task)
     4434    0.029    0.000    0.187    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/pathlib.py:1032(__new__)
    39353    0.030    0.000    0.185    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:819(get_db_prep_save)
    37608    0.034    0.000    0.184    0.000 /Users/ediaz/work/src/github.com/lnds/codice/analytics/complexity.py:23(n_log_spaces)
    19793    0.119    0.000    0.182    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query_utils.py:169(get_lookup)
   160004    0.098    0.000    0.179    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/os.py:691(__iter__)
   142786    0.091    0.000    0.179    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/encodings/utf_8.py:15(decode)
    21241    0.036    0.000    0.179    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:72(_get_col)
     3834    0.020    0.000    0.178    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/selectors.py:351(register)
      611    0.011    0.000    0.177    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pandas/core/series.py:183(__init__)
     7728    0.036    0.000    0.177    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/backends/base/base.py:393(set_autocommit)
   117210    0.119    0.000    0.176    0.000 <frozen importlib._bootstrap>:389(parent)
    10784    0.053    0.000    0.175    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:759(get_from_clause)
   217724    0.107    0.000    0.172    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related.py:616(related_fields)
    15397    0.075    0.000    0.171    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/enum.py:822(__or__)
   861702    0.170    0.000    0.170    0.000 {method 'get' of 'dict' objects}
   584575    0.166    0.000    0.166    0.000 {method 'startswith' of 'str' objects}
    19524    0.044    0.000    0.166    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/lookups.py:68(get_prep_lookup)
23874/23609    0.081    0.000    0.166    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/where.py:142(clone)
   315302    0.088    0.000    0.165    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/os.py:750(decode)
   259351    0.135    0.000    0.162    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/pygments/token.py:29(__contains__)
    19080    0.106    0.000    0.162    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related.py:662(get_joining_columns)
14103/12185    0.021    0.000    0.161    0.000 {built-in method builtins.any}
    22610    0.031    0.000    0.161    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:2315(add_votes)
    75456    0.159    0.000    0.159    0.000 {method 'sub' of 're.Pattern' objects}
    19789    0.056    0.000    0.157    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/lookups.py:193(get_db_prep_lookup)
      508    0.026    0.000    0.156    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1429(as_sql)
     6228    0.032    0.000    0.153    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/pathlib.py:651(_parse_args)
    20058    0.065    0.000    0.153    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/__init__.py:653(db_type_parameters)
     4434    0.012    0.000    0.153    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/pathlib.py:671(_from_parts)
    61867    0.038    0.000    0.152    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/abc.py:96(__instancecheck__)
     3834    0.071    0.000    0.151    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/selectors.py:234(register)
      269    0.002    0.000    0.147    0.001 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related_lookups.py:62(as_sql)
    20176    0.067    0.000    0.145    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/query_utils.py:58(__init__)
   597706    0.143    0.000    0.143    0.000 {method 'encode' of 'str' objects}
     2046    0.121    0.000    0.142    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/sre_compile.py:276(_optimize_charset)
      269    0.001    0.000    0.141    0.001 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/lookups.py:364(as_sql)
     4105    0.020    0.000    0.141    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/compiler.py:1287(assemble_as_sql)
    15136    0.140    0.000    0.140    0.000 {method 'cursor' of 'psycopg2.extensions.connection' objects}
    51778    0.089    0.000    0.140    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/posixpath.py:71(join)
   101860    0.140    0.000    0.140    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/utils/tree.py:21(__init__)
   118951    0.099    0.000    0.138    0.000 /usr/local/Cellar/python@3.8/3.8.1/Frameworks/Python.framework/Versions/3.8/lib/python3.8/threading.py:1306(current_thread)
     2353    0.053    0.000    0.137    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/bin/../lib/python3.8/os.py:611(get_exec_path)
    38332    0.050    0.000    0.137    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/collections/__init__.py:608(update)
    14864    0.021    0.000    0.136    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/fields/related.py:933(get_db_prep_save)
    28627    0.058    0.000    0.135    0.000 /Users/ediaz/.local/share/virtualenvs/codice-gcGZ2dCA/lib/python3.8/site-packages/django/db/models/sql/query.py:801(demote_joins)
    25897    0.078    0.000    0.134    0.000 {method '__reduce_ex__' of 'object' objects}
